hgnc_id	gene_symbol	mean_depmap_gene_effect_score	depmap_essential_05	depmap_essential_1	mgi_id	viability_impc	viability_mgi	viability_combined	lof_oe	lof_oe_lower	lof_oe_upper	shet_rgcme_mean	shet_rgcme_lower	shet_rgcme_upper	omim_description	omim_mendelian_phenotype_molecular_basis_known	mode_of_inheritance
HGNC:26309	COMTD1	-0.225	n	n	-	-	-	-	1.4661	1.115	1.87	0.00335293260144223	0.00301446571187326	0.00373186197085998	-	-	-
HGNC:17440	COP1	-0.425	n	n	MGI:1347046	-	lethal	lethal	0.29663	0.168	0.557	0.450815658439251	0.252131073864137	0.790955189428936	-	-	-
HGNC:2230	COPA	-1.947	y	y	MGI:1334462	-	lethal	lethal	0.054507	0.031	0.098	0.547739599861725	0.324750907967956	0.877036755508694	{Autoimmune interstitial lung, joint, and kidney disease}, 616414 (3)	-	-
HGNC:2231	COPB1	-2.189	y	y	-	-	-	-	0.16956	0.109	0.27	0.34480740915821	0.20549774402884	0.569944371039766	Baralle-Macken syndrome, 619255 (3)	Baralle-Macken syndrome	Autosomal recessive
HGNC:2232	COPB2	-2.148	y	y	MGI:1354962	lethal	lethal	lethal	0.10959	0.069	0.178	0.354036817365685	0.209399221965785	0.597799363925619	?Microcephaly 19, primary, autosomal recessive, 617800 (3)|Osteoporosis, childhood- or juvenile-onset, with developmental delay, 619884 (3)	Osteoporosis, childhood- or juvenile-onset, with developmental delay	Autosomal dominant
HGNC:2234	COPE	-1.287	y	y	-	-	-	-	0.52655	0.369	0.765	0.0198737347979781	0.0161363219966186	0.0244912691171667	-	-	-
HGNC:2236	COPG1	-1.31	y	y	MGI:1858696	-	viable	viable	0.27156	0.198	0.377	0.0600345358363187	0.0467970686954863	0.0766737697189769	-	-	-
HGNC:2237	COPG2	-0.407	n	n	MGI:1858683	viable	-	viable	0.62826	0.368	1.133	0.0222081704786848	0.0192002075946888	0.0257400857188566	-	-	-
HGNC:28848	COPRS	-0.213	n	n	MGI:1913673	-	viable	viable	0.54015	0.316	0.975	0.00846286074376768	0.00691493704092025	0.0103756107043558	-	-	-
HGNC:30747	COPS2	-1.197	y	y	MGI:1330276	-	lethal	lethal	0	0	0.138	0.741491045481805	0.40492835079447	0.987401998391643	-	-	-
HGNC:2239	COPS3	-0.685	y	n	MGI:1349409	-	lethal	lethal	0.20516	0.126	0.348	0.436919503605215	0.199987870609939	0.856060085323396	-	-	-
HGNC:16702	COPS4	-1.062	y	y	MGI:1349414	-	viable	viable	0.14483	0.075	0.305	0.535066618415611	0.229862772291307	0.944791592758202	-	-	-
HGNC:2240	COPS5	-1.714	y	y	MGI:1349415	-	lethal	lethal	0.069188	0.027	0.218	0.379202060516763	0.16859870863478	0.784856779343104	-	-	-
HGNC:21749	COPS6	-1.543	y	y	MGI:1349439	-	lethal	lethal	0.21408	0.128	0.374	0.0807325727787082	0.0532757381362364	0.123093704562021	-	-	-
HGNC:16758	COPS7A	0.01	n	n	MGI:1349400	viable	viable	viable	0.53642	0.376	0.779	0.0424252043347156	0.030686907188263	0.0584217321272249	-	-	-
HGNC:16760	COPS7B	0.056	n	n	-	-	-	-	0.29657	0.178	0.518	0.133450718912218	0.0754168552787944	0.231782234010222	-	-	-
HGNC:24335	COPS8	-1.057	y	y	MGI:1915363	-	lethal	lethal	0.38686	0.211	0.764	0.0329514401683284	0.0231448683370126	0.0468671827013253	-	-	-
HGNC:21314	COPS9	-0.135	n	n	MGI:1914165	lethal	lethal	lethal	1.1774	0.679	1.847	0.0148900699827415	0.00911065438945325	0.0243491995899305	-	-	-
HGNC:2243	COPZ1	-1.455	y	y	-	-	-	-	0.19372	0.094	0.443	0.133282183431952	0.0717705336777185	0.244130490529013	-	-	-
HGNC:19356	COPZ2	-0.812	y	n	-	-	-	-	0.94177	0.662	1.368	0.0112991309460616	0.00924702887790906	0.0138118236010259	-	-	-
HGNC:25223	COQ2	-0.411	n	n	MGI:1919133	lethal	lethal	lethal	0.68014	0.459	1.033	0.0131691758156845	0.010786535972305	0.0160831404467505	Coenzyme Q10 deficiency, primary, 1, 607426 (3)|{Multiple system atrophy, susceptibility to}, 146500 (3)	Coenzyme Q10 deficiency, primary, 1	Autosomal recessive
HGNC:18175	COQ3	-0.273	n	n	MGI:101813	lethal	lethal	lethal	0.69705	0.476	1.046	0.00617816668012469	0.00532723118930891	0.00717332969843606	-	-	-
HGNC:19693	COQ4	-0.548	y	n	MGI:1098826	lethal	lethal	lethal	1.24	0.942	1.647	0.00547585960153968	0.0048662537719257	0.00617133344017167	Coenzyme Q10 deficiency, primary, 7, 616276 (3)	Coenzyme Q10 deficiency, primary, 7	Autosomal recessive
HGNC:28722	COQ5	-0.285	n	n	-	-	-	-	0.55858	0.392	0.812	0.024678819640867	0.0191132415764316	0.0318377741582464	?Coenzyme Q10 deficiency, primary, 9, 619028 (3)	-	-
HGNC:20233	COQ6	0.053	n	n	MGI:1924408	lethal	lethal	lethal	0.75228	0.587	0.973	0.00987595030300072	0.00868852618435527	0.0112306809228473	Coenzyme Q10 deficiency, primary, 6, 614650 (3)	Coenzyme Q10 deficiency, primary, 6	Autosomal recessive
HGNC:2244	COQ7	-0.219	n	n	MGI:107207	lethal	lethal	lethal	0.85098	0.593	1.249	0.00786834094051968	0.00657292342884253	0.00939589517896294	Coenzyme Q10 deficiency, primary, 8, 616733 (3)|Neuronopathy, distal hereditary motor, autosomal recessive 9, 620402 (3)	Coenzyme Q10 deficiency, primary, 8|Neuronopathy, distal hereditary motor, autosomal recessive 9	Autosomal recessive
HGNC:16812	COQ8A	-0.018	n	n	MGI:1914676	-	viable	viable	0.79525	0.637	1	0.0131487660959125	0.0114175589146752	0.0151344842146563	-	-	-
HGNC:19041	COQ8B	-0.059	n	n	MGI:1924139	lethal	lethal	lethal	0.7146	0.557	0.924	0.00955636096599748	0.00844247639122976	0.0108068647426125	Nephrotic syndrome, type 9, 615573 (3)	Nephrotic syndrome, type 9	Autosomal recessive
HGNC:25302	COQ9	-0.098	n	n	MGI:1915164	-	viable	viable	0.76756	0.576	1.036	0.0122624557375296	0.0103770086870432	0.0144838797036028	Coenzyme Q10 deficiency, primary, 5, 614654 (3)	Coenzyme Q10 deficiency, primary, 5	Autosomal recessive
HGNC:26515	COQ10A	-0.07	n	n	-	-	-	-	1.0782	0.775	1.526	0.0111377777021983	0.00927110971861497	0.0133770016016345	-	-	-
HGNC:25819	COQ10B	-0.177	n	n	-	-	-	-	0.24508	0.086	1.148	0.0540968085527545	0.0365711800614141	0.079664593544797	-	-	-
HGNC:19012	CORIN	0.089	n	n	MGI:1349451	-	viable	viable	0.87127	0.73	1.043	0.00570363100771707	0.00530286565548444	0.00612752617542598	Preeclampsia/eclampsia 5, 614595 (3)	Preeclampsia/eclampsia 5	-
HGNC:2252	CORO1A	-0.06	n	n	MGI:1345961	viable	viable	viable	0.37678	0.254	0.572	0.07318510629058	0.0495015824129956	0.108633388151238	Immunodeficiency 8, 615401 (3)	Immunodeficiency 8	Autosomal recessive
HGNC:2253	CORO1B	-0.025	n	n	-	-	-	-	0.58496	0.437	0.793	0.018189422999757	0.0151726834700391	0.0217650148760548	-	-	-
HGNC:2254	CORO1C	-0.189	n	n	MGI:1345964	viable	viable	viable	0.22414	0.137	0.38	0.0686260432973063	0.0481873869556632	0.0970418069251522	-	-	-
HGNC:2255	CORO2A	-0.019	n	n	-	-	-	-	0.70403	0.553	0.903	0.00846374735321963	0.00760977070806365	0.00943871978756092	-	-	-
HGNC:2256	CORO2B	0.079	n	n	MGI:2444283	viable	viable	viable	0.45679	0.334	0.634	0.0602794799933887	0.0434095993030851	0.0829292021181064	-	-	-
HGNC:21356	CORO6	-0.307	n	n	MGI:2183448	viable	-	viable	0.9135	0.715	1.178	0.00802771377024467	0.00705779811588654	0.0091387506016197	-	-	-
HGNC:26161	CORO7	-0.032	n	n	MGI:1926135	-	viable	viable	0.92829	0.793	1.09	NA	NA	NA	-	-	-
HGNC:2257	CORT	0.004	n	n	MGI:109538	-	viable	viable	0.4552	0.185	1.392	0.00476166103868923	0.00335133434993977	0.00672541379091444	-	-	-
HGNC:18304	COTL1	-0.078	n	n	MGI:1919292	viable	viable	viable	1.31	0.869	1.856	0.0128795200212563	0.00948680578688268	0.0174510715264306	-	-	-
HGNC:2265	COX4I1	-0.353	n	n	MGI:88473	lethal	lethal	lethal	0.77631	0.536	1.151	0.0546548257355757	0.0354033416958001	0.0846506397491115	Mitochondrial complex IV deficiency, nuclear type 16, 619060 (3)	Mitochondrial complex IV deficiency, nuclear type 16	Autosomal recessive
HGNC:16232	COX4I2	-0.042	n	n	MGI:2135755	-	viable	viable	0.71994	0.492	1.08	0.0062474800915321	0.00532040680263339	0.00732933567948398	Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis, 612714 (3)	Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis	Autosomal recessive
HGNC:2267	COX5A	-0.451	n	n	-	-	-	-	0.26086	0.106	0.821	0.185444355819579	0.0628836481627581	0.505996666302863	?Mitochondrial complex IV deficiency, nuclear type 20, 619064 (3)	-	-
HGNC:2269	COX5B	-0.456	n	n	MGI:88475	lethal	lethal	lethal	0.36458	0.19	0.767	0.0276215162694404	0.0187009114882742	0.0408134727110806	-	-	-
HGNC:2277	COX6A1	-0.582	y	n	MGI:103099	-	viable	viable	0.69013	0.377	1.356	0.00239101260129851	0.00203821416093808	0.00280189708401103	Charcot-Marie-Tooth disease, recessive intermediate D, 616039 (3)	Charcot-Marie-Tooth disease, recessive intermediate D	Autosomal recessive
HGNC:2279	COX6A2	-0.055	n	n	MGI:104649	-	viable	viable	1.3873	0.781	1.914	0.0127521184181697	0.00866344594847693	0.0186686112126948	Mitochondrial complex IV deficiency, nuclear type 18, 619062 (3)	Mitochondrial complex IV deficiency, nuclear type 18	Autosomal recessive
HGNC:2280	COX6B1	-0.391	n	n	MGI:107460	lethal	lethal	lethal	0.13377	0.054	0.421	0.229353243384305	0.0669762166492843	0.669074456209038	Mitochondrial complex IV deficiency, nuclear type 7, 619051 (3)	Mitochondrial complex IV deficiency, nuclear type 7	Autosomal recessive
HGNC:24380	COX6B2	0.001	n	n	MGI:3044182	viable	viable	viable	1.0044	0.642	1.607	NA	NA	NA	-	-	-
HGNC:2285	COX6C	-0.434	n	n	-	-	-	-	0.3954	0.16	1.232	0.10720472698888	0.0408648568548647	0.271667120233519	-	-	-
HGNC:2287	COX7A1	-0.004	n	n	MGI:1316714	viable	viable	viable	1.5106	1.035	1.922	0.00263823107861384	0.00233095138578276	0.00298634472504683	-	-	-
HGNC:2288	COX7A2	-0.038	n	n	MGI:1316715	viable	-	viable	1.0829	0.51	1.864	0.00186680003348095	0.00164918339993062	0.00211233237422829	-	-	-
HGNC:2289	COX7A2L	-0.007	n	n	MGI:106015	viable	viable	viable	1.2263	0.845	1.767	0.00699990854532464	0.00570711590077012	0.00856481185973824	-	-	-
HGNC:2291	COX7B	-0.606	y	n	MGI:1913392	-	viable	viable	NA	NA	NA	0.397842607303944	0.0876312863848197	0.92480245714587	Linear skin defects with multiple congenital anomalies 2, 300887 (3)	Linear skin defects with multiple congenital anomalies 2	X-linked dominant
HGNC:24381	COX7B2	0.052	n	n	MGI:1925424	-	viable	viable	0.71488	0.281	1.771	0.107992158044833	0.0183821880703461	0.463253979781982	-	-	-
HGNC:2292	COX7C	-0.598	y	n	MGI:103226	lethal	lethal	lethal	0	0	1.017	0.194164107729813	0.0403871682617999	0.664380601138189	-	-	-
HGNC:2294	COX8A	-0.257	n	n	MGI:105959	viable	-	viable	1.4262	0.765	1.922	0.0193844862401101	0.0100138282603697	0.0369756613948597	?Mitochondrial complex IV deficiency, nuclear type 15, 619059 (3)	-	-
HGNC:24382	COX8C	0.002	n	n	-	-	-	-	0.85434	0.244	1.876	0.00164233529069435	0.00132032730236773	0.00204439230820821	-	-	-
HGNC:2260	COX10	-0.334	n	n	-	-	-	-	0.68214	0.504	0.935	0.022399909435723	0.0173873661635786	0.0287092612708683	Mitochondrial complex IV deficiency, nuclear type 3, 619046 (3)	Mitochondrial complex IV deficiency, nuclear type 3	Autosomal recessive
HGNC:2261	COX11	-0.368	n	n	-	-	-	-	0.50588	0.333	0.791	0.0403335920412133	0.0276079738581553	0.0586265209604814	Mitochondrial complex IV deficiency, nuclear type 23, 620275 (3)	Mitochondrial complex IV deficiency, nuclear type 23	Autosomal recessive
HGNC:28216	COX14	-0.195	n	n	-	-	-	-	0.46777	0.212	1.204	0.0163855802034982	0.0108571631117975	0.0244885846387474	?Mitochondrial complex IV deficiency, nuclear type 10, 619053 (3)	-	-
HGNC:2263	COX15	-0.267	n	n	MGI:1920112	lethal	lethal	lethal	0.94292	0.747	1.199	0.00336574276644539	0.00312245182533866	0.00362389313064383	Mitochondrial complex IV deficiency, nuclear type 6, 615119 (3)	Mitochondrial complex IV deficiency, nuclear type 6	Autosomal recessive
HGNC:20213	COX16	-0.094	n	n	MGI:1913522	lethal	lethal	lethal	0.84902	0.543	1.374	0.00404735917370622	0.00351294600261139	0.00464915160513814	Mitochondrial complex IV deficiency, nuclear type 22, 619355 (3)	Mitochondrial complex IV deficiency, nuclear type 22	Autosomal recessive
HGNC:2264	COX17	-0.744	y	n	MGI:1333806	-	lethal	lethal	0.29073	0.102	1.329	0.0742841309992528	0.0237299818158707	0.213963528259253	-	-	-
HGNC:26801	COX18	-0.212	n	n	MGI:2448532	lethal	lethal	lethal	1.2695	0.965	1.683	0.00760516036758299	0.00663199805288594	0.00873379512372034	-	-	-
HGNC:28074	COX19	-0.178	n	n	MGI:1915283	lethal	lethal	lethal	1.3608	0.738	1.911	0.00630011328166244	0.00479663519984565	0.00826064645549228	-	-	-
HGNC:26970	COX20	-0.461	n	n	MGI:1913609	lethal	lethal	lethal	1.5489	0.469	1.927	0.00745863122976557	0.00578360809070833	0.00953541431537233	Mitochondrial complex IV deficiency, nuclear type 11, 619054 (3)	Mitochondrial complex IV deficiency, nuclear type 11	Autosomal recessive
HGNC:2295	CP	0.095	n	n	MGI:88476	viable	viable	viable	0.50317	0.407	0.625	0.0214432852657442	0.0186922110238236	0.0245843595327556	Cerebellar ataxia, 604290 (3)|Hemosiderosis, systemic, due to aceruloplasminemia, 604290 (3)|[Hypoceruloplasminemia, hereditary], 604290 (3)	Cerebellar ataxia|Hemosiderosis, systemic, due to aceruloplasminemia	Autosomal recessive
HGNC:2296	CPA1	0.001	n	n	MGI:88478	viable	viable	viable	0.88255	0.688	1.142	0.00211772574731035	0.00198349135341579	0.00226129819715498	-	-	-
HGNC:2297	CPA2	0.01	n	n	MGI:3617840	viable	viable	viable	0.97921	0.755	1.283	0.00380745501846651	0.00350529204313587	0.0041319151309685	-	-	-
HGNC:2298	CPA3	0.103	n	n	MGI:88479	viable	lethal	lethal	0.8474	0.617	1.184	0.00325548420257935	0.00303904870746784	0.00349018291128929	-	-	-
HGNC:15740	CPA4	-0.015	n	n	MGI:1919041	viable	-	viable	0.78951	0.578	1.095	NA	NA	NA	-	-	-
HGNC:15722	CPA5	-0.085	n	n	MGI:1921899	viable	viable	viable	0.83067	0.629	1.111	0.0233431961365274	0.0188231577386082	0.0288705160347053	-	-	-
HGNC:17245	CPA6	0.02	n	n	-	-	-	-	0.98215	0.73	1.339	0.00465340443929222	0.00432144379095613	0.00501613937978509	Epilepsy, familial temporal lobe, 5, 614417 (3)|Febrile seizures, familial, 11, 614418 (3)	Epilepsy, familial temporal lobe, 5|Febrile seizures, familial, 11	Autosomal dominant, Autosomal recessive|Autosomal recessive
HGNC:23228	CPAMD8	-0.417	n	n	-	-	-	-	0.71289	0.616	0.826	0.00700438778864692	0.00664240872638904	0.00738889586401962	Anterior segment dysgenesis 8, 617319 (3)	Anterior segment dysgenesis 8	Autosomal recessive
HGNC:2299	CPB1	-0.114	n	n	MGI:1923953	viable	viable	viable	0.91615	0.724	1.168	0.00222914396401116	0.0020923837821693	0.00237582765782392	-	-	-
HGNC:2300	CPB2	0.062	n	n	MGI:1891837	-	lethal	lethal	1.0023	0.742	1.374	0.00466426797815645	0.00428637781257296	0.00508669595483289	-	-	-
HGNC:2301	CPD	-0.278	n	n	MGI:107265	lethal	lethal	lethal	0.50343	0.406	0.628	0.0522018358150138	0.0432427003408992	0.0629871256979496	-	-	-
HGNC:2303	CPE	-0.016	n	n	MGI:101932	viable	viable	viable	0.3558	0.231	0.566	0.0833554892525232	0.0579471301744278	0.119443264765959	BDV syndrome, 619326 (3)	BDV syndrome	Autosomal recessive
HGNC:21744	CPEB1	0.034	n	n	MGI:108442	-	viable	viable	0.084399	0.043	0.177	0.0925961050765547	0.0651341269619026	0.131377472347284	-	-	-
HGNC:21745	CPEB2	0.071	n	n	MGI:2442640	-	lethal	lethal	1.0366	0.815	1.329	0.0044491338025101	0.00418054160952046	0.0047403196286217	-	-	-
HGNC:21746	CPEB3	-0.025	n	n	MGI:2443075	-	viable	viable	0.38566	0.26	0.586	0.2474185823492	0.140807587743322	0.432702127572668	-	-	-
HGNC:21747	CPEB4	0.007	n	n	MGI:1914829	lethal	lethal	lethal	0.1646	0.098	0.287	0.166019033928999	0.109174086170803	0.251937947700497	-	-	-
HGNC:26159	CPED1	-0.026	n	n	MGI:2444814	viable	-	viable	0.94049	0.778	1.143	0.00485585421225369	0.00456507431918744	0.00516451111240479	-	-	-
HGNC:51815	CPHXL	0.01	n	n	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:55919	CPHXL2	NA	-	-	-	-	-	-	NA	NA	NA	NA	NA	NA	-	-	-
HGNC:25801	CPLANE1	0.052	n	n	MGI:1920942	lethal	lethal	lethal	0.64372	0.569	0.728	NA	NA	NA	Joubert syndrome 17, 614615 (3)|Orofaciodigital syndrome VI, 277170 (3)	Joubert syndrome 17|Orofaciodigital syndrome VI	Autosomal recessive
HGNC:28127	CPLANE2	-0.126	n	n	MGI:1923416	-	viable	viable	1.1877	0.864	1.651	0.00748182137723756	0.00606575958809079	0.00923075750132621	-	-	-
HGNC:2309	CPLX1	0.232	n	n	MGI:104727	-	viable	viable	0.38357	0.209	0.757	0.0471392818733215	0.0273131624257617	0.080673833949255	Developmental and epileptic encephalopathy 63, 617976 (3)	Developmental and epileptic encephalopathy 63	Autosomal recessive
HGNC:2310	CPLX2	0.031	n	n	MGI:104726	-	viable	viable	0.32497	0.169	0.683	0.0915174881252306	0.0413672894875333	0.200194463103285	-	-	-
HGNC:27652	CPLX3	0.103	n	n	MGI:2384571	viable	viable	viable	0.73566	0.47	1.192	0.00893649438959782	0.00718403582847225	0.0111320063452831	-	-	-
HGNC:24330	CPLX4	0.223	n	n	MGI:2685803	viable	viable	viable	1.1392	0.75	1.73	0.031565770592986	0.0192793171096402	0.0512984395138587	-	-	-
HGNC:2311	CPM	-0.22	n	n	MGI:1917824	viable	viable	viable	0.75396	0.566	1.018	0.00236148570829401	0.00219584470950099	0.00254152067916776	-	-	-
HGNC:2312	CPN1	0.162	n	n	MGI:2135874	viable	viable	viable	0.76279	0.582	1.011	0.00614836652713306	0.00544537713049931	0.00694946349331178	Carboxypeptidase N deficiency, 212070 (3)	Carboxypeptidase N deficiency	Autosomal recessive
HGNC:2313	CPN2	0.024	n	n	-	-	-	-	0.65647	0.206	1.832	0.037906922301439	0.00921382520028743	0.131595302281916	-	-	-
HGNC:2314	CPNE1	-0.14	n	n	-	-	-	-	0.80412	0.643	1.013	0.00921868750911067	0.00813911828666092	0.0104101841485372	-	-	-
HGNC:2315	CPNE2	-0.208	n	n	-	-	-	-	0.59668	0.465	0.772	0.0198214542553042	0.0169550561873536	0.0230773894880579	-	-	-
HGNC:2316	CPNE3	-0.079	n	n	-	-	-	-	1.0395	0.787	1.39	0.00501014356283444	0.00459031662978222	0.00545428067909376	-	-	-
HGNC:2317	CPNE4	0.051	n	n	-	-	-	-	0.36034	0.246	0.54	0.0912601738797273	0.0638221109142617	0.131074492965711	-	-	-
HGNC:2318	CPNE5	-0.121	n	n	MGI:2385908	viable	viable	viable	0.52913	0.406	0.696	0.0669092868853005	0.0512684369207529	0.0863801196441084	-	-	-
HGNC:2319	CPNE6	-0.126	n	n	MGI:1334445	-	viable	viable	0.4827	0.365	0.645	0.0650581733310995	0.0496817165595526	0.0849211341262573	-	-	-
HGNC:2320	CPNE7	-0.209	n	n	MGI:2142747	viable	viable	viable	1.2617	1.05	1.523	0.00479036214230911	0.00440181340543802	0.00521088956119789	-	-	-
HGNC:23498	CPNE8	-0.027	n	n	-	-	-	-	0.59571	0.381	0.965	0.0488959036750106	0.0381678268711419	0.0627616878671351	-	-	-
HGNC:24336	CPNE9	0.002	n	n	-	-	-	-	0.69124	0.557	0.864	0.0180943181850349	0.0158569817902383	0.0206458367047818	-	-	-
HGNC:21011	CPO	0.016	n	n	-	-	-	-	0.92124	0.539	1.621	0.00124329706188619	0.00117354610322692	0.00131823283962472	-	-	-
HGNC:2321	CPOX	-0.245	n	n	MGI:104841	lethal	lethal	lethal	0.5561	0.393	0.801	0.0375667472047672	0.0280455653083334	0.0503196359449377	Coproporphyria, 121300 (3)|Harderoporphyria, 618892 (3)	Coproporphyria|Harderoporphyria	Autosomal dominant, Autosomal recessive|Autosomal recessive
HGNC:25632	CPPED1	0.122	n	n	-	-	-	-	0.95517	0.717	1.289	0.0059268392160564	0.00524267581407475	0.00670404416435801	-	-	-
HGNC:16910	CPQ	0.006	n	n	MGI:1889205	viable	viable	viable	0.79909	0.6	1.078	0.0030414966485297	0.00281049023391596	0.00328910838000515	-	-	-
HGNC:2323	CPS1	0.057	n	n	MGI:891996	lethal	lethal	lethal	0.64462	0.545	0.765	0.0263010043941466	0.0232241583280733	0.0298296729729635	Carbamoylphosphate synthetase I deficiency, 237300 (3)|{Pulmonary hypertension, neonatal, susceptibility to}, 615371 (3)	Carbamoylphosphate synthetase I deficiency	Autosomal recessive
HGNC:2324	CPSF1	-1.161	y	y	MGI:2679722	lethal	lethal	lethal	0.63009	0.537	0.741	0.0323599707533242	0.0283565144065054	0.0369699749648604	Myopia 27, 618827 (3)	Myopia 27	Autosomal dominant
HGNC:2325	CPSF2	-1.479	y	y	-	-	-	-	0.47755	0.355	0.651	0.0251277844559823	0.0209912731329175	0.0300508524466679	-	-	-
HGNC:2326	CPSF3	-1.631	y	y	MGI:1859328	-	lethal	lethal	0.76819	0.59	1.011	0.00813437267563802	0.00736259819068198	0.00898768178856318	Neurodevelopmental disorder with microcephaly, hypotonia, nystagmus, and seizures, 619876 (3)	Neurodevelopmental disorder with microcephaly, hypotonia, nystagmus, and seizures	Autosomal recessive
HGNC:2327	CPSF4	-1.528	y	y	-	-	-	-	0.29021	0.182	0.48	0.0495893200660714	0.0339038816249957	0.0725129566387672	-	-	-
HGNC:33632	CPSF4L	0.008	n	n	MGI:1277182	viable	-	viable	0.94504	0.631	1.453	0.00176628545339456	0.00163430314310109	0.00190725468361009	-	-	-
HGNC:13871	CPSF6	-0.885	y	n	-	-	-	-	0.16322	0.092	0.307	0.553849075048961	0.28140540648352	0.932418232252953	-	-	-
HGNC:30098	CPSF7	-0.167	n	n	MGI:1917826	viable	viable	viable	0.027533	0.009	0.131	0.677462902058915	0.338069172522987	0.981060961528286	-	-	-
HGNC:2328	CPT1A	-0.213	n	n	MGI:1098296	viable	lethal	lethal	0.56675	0.455	0.709	0.0244477770115903	0.0212096004729962	0.028234285074182	CPT deficiency, hepatic, type IA, 255120 (3)	CPT deficiency, hepatic, type IA	Autosomal recessive
HGNC:2329	CPT1B	-0.002	n	n	MGI:1098297	-	lethal	lethal	0.59579	0.481	0.743	0.00914912884742329	0.00824926935031468	0.010161685922109	-	-	-
HGNC:18540	CPT1C	-0.023	n	n	MGI:2446526	viable	viable	viable	0.62822	0.509	0.779	0.0155925571697268	0.013837407285531	0.0175877111223513	?Spastic paraplegia 73, autosomal dominant, 616282 (3)	-	-
HGNC:2330	CPT2	-0.212	n	n	MGI:109176	subviable	lethal	lethal	0.77668	0.588	1.039	0.0115360064129963	0.00993786417336343	0.0133887187575869	CPT II deficiency, infantile, 600649 (3)|CPT II deficiency, lethal neonatal, 608836 (3)|CPT II deficiency, myopathic, stress-induced, 255110 (3)|{Encephalopathy, acute, infection-induced, 4, susceptibility to}, 614212 (3)	CPT II deficiency, infantile|CPT II deficiency, lethal neonatal|CPT II deficiency, myopathic, stress-induced	Autosomal recessive|Autosomal dominant, Autosomal recessive
HGNC:28116	CPTP	0.29	n	n	-	-	-	-	1.0844	0.665	1.749	0.00957608490403718	0.00689177212596377	0.0132450253445783	-	-	-
HGNC:14399	CPVL	-0.021	n	n	MGI:1918537	viable	lethal	lethal	0.69631	0.506	0.973	0.0034175087649609	0.00317585644135693	0.00367685177007268	-	-	-
HGNC:2332	CPXCR1	-0.109	n	n	-	-	-	-	NA	NA	NA	0.00808067977075246	0.00630007203642812	0.010330681167805	-	-	-
HGNC:15771	CPXM1	0.008	n	n	MGI:1934569	viable	viable	viable	0.88969	0.735	1.082	0.0111549183457917	0.0100067304359644	0.0124584431802754	-	-	-
HGNC:26977	CPXM2	0.042	n	n	-	-	-	-	0.78031	0.628	0.975	0.00421028860968275	0.00393650028860112	0.0044988729159057	-	-	-
HGNC:2333	CPZ	-0.082	n	n	MGI:88487	viable	-	viable	1.79	1.514	1.966	0.00143772226855434	0.00136642806254763	0.00151241132492839	-	-	-
HGNC:2334	CR1	0.216	n	n	-	-	-	-	0.65244	0.551	0.775	NA	NA	NA	[Blood group, Knops system], 607486 (3)|{Malaria, severe, resistance to}, 611162 (3)	-	-
HGNC:2335	CR1L	-0.116	n	n	-	-	-	-	0.93313	0.752	1.166	0.00654764639587105	0.0059683683953389	0.00718308880167957	-	-	-
HGNC:2336	CR2	0.032	n	n	MGI:88489	-	viable	viable	0.72625	0.607	0.872	NA	NA	NA	?Immunodeficiency, common variable, 7, 614699 (3)|{Systemic lupus erythematosus, susceptibility to, 9}, 610927 (3)	-	-
HGNC:2338	CRABP1	-0.018	n	n	MGI:88490	viable	viable	viable	0.58166	0.35	1.015	0.025056440977175	0.0172434522064563	0.0359000669780339	-	-	-
HGNC:2339	CRABP2	-0.063	n	n	MGI:88491	viable	viable	viable	1.046	0.735	1.517	0.0061331072805991	0.00514772431175063	0.00729795955155032	-	-	-
HGNC:29219	CRACD	0.048	n	n	MGI:2444817	viable	viable	viable	0.56947	0.458	0.713	0.0593651025135482	0.0473671903157498	0.0746633147163543	-	-	-
HGNC:33454	CRACDL	-0.222	n	n	MGI:1919347	viable	viable	viable	0.44718	0.325	0.625	0.0362432067732317	0.0283223552604769	0.0461734038658054	-	-	-
HGNC:28657	CRACR2A	0.027	n	n	MGI:2685919	viable	-	viable	0.80135	0.665	0.97	0.0046981559070437	0.00435336640648041	0.00506904977214899	-	-	-
HGNC:28703	CRACR2B	-0.112	n	n	-	-	-	-	1.3594	1.077	1.723	0.00426764418423136	0.00384821880393371	0.00472749068085632	-	-	-
HGNC:2340	CRADD	0.134	n	n	MGI:1336168	-	lethal	lethal	0.55443	0.324	1	0.0239576928878697	0.015755212537472	0.0361723965213234	Intellectual developmental disorder, autosomal recessive 34, with variant lissencephaly, 614499 (3)	Intellectual developmental disorder, autosomal recessive 34, with variant lissencephaly	Autosomal recessive
HGNC:14122	CRAMP1	-0.169	n	n	MGI:1930190	lethal	lethal	lethal	0.53096	0.417	0.681	0.06744525838502	0.0528610438910975	0.0859501698597901	-	-	-
HGNC:2342	CRAT	0.015	n	n	-	-	-	-	0.90571	0.742	1.112	0.013318817556411	0.0117158188832871	0.0151054459723988	?Neurodegeneration with brain iron accumulation 8, 617917 (3)	-	-
